"","longitude","latitude","Elev_moy","superficie","dist_ville","dist_cote","Eaux maritimes","Forêts","Milieux à végétation arbustive et/ou herbacée","Mines, décharges et chantiers","Prairies","Terres arables","Zones agricoles hétérogènes","Zones humides intérieures","Zones humides maritimes","Zones industrielles ou commerciales et réseaux de communication","Zones urbanisées","Anomalie_temp_hiver_NW","Anomalie_temp_printemps_NW","Anomalie_temp_hiver_NE","Anomalie_temp_printemps_NE","Mean_NAO_winter","Moy_precip_printemps_NE_Annee_n.1","Moy_precip_printemps_NW_Annee_n.1","E"
"1748",1.63610260458608,47.3874791186975,93.3,0.47,8.7,240.3,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,616
"1749",1.86435074919233,47.5098275237695,98,0.42,19.07,239.94,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,497
"1751",1.50561300505459,47.3399790004302,98,0.6,18.1,229.12,0,0,0,0,0,0,0,1,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,616
"1753",4.06919981228047,45.7745392625287,344.9,0.43,18.6,245.95,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,832
"1754",4.04173885260529,45.7548650523782,363.1,0.08,16.48,243.79,0,0,0,0,0,0,1,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,832
"1757",4.09647526597566,45.657957557406,361.6,0.07,6.22,233,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,832
"1771",4.09247386844947,45.697516176187,351.4,0.24,10.29,237.39,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,832
"1772",4.24011916526599,45.7175521903592,350,0.18,18.47,239.93,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,832
"1773",4.20177109445099,45.6872210127497,331.2,0.18,14.01,236.43,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,832
"1784",4.05894018232661,45.7668140118379,350.5,0.04,17.73,245.1,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,832
"1895",-2.11010378345754,47.2921756758952,0.1,12.33,8.13,1.22,0,0,0,0,0,0,0,0,1,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,736
"1899",-2.5001733451847,47.3017149380348,0.1,6.84,6.08,0.02,0,0,0,0,0,0,0,0,1,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,736
"1908",-1.87801170238518,47.2440964305645,1.4,5.73,8.05,7.6,0,0,0,0,1,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,689
"1947",1.99034868783431,47.730203441277,108.9,0.27,16.41,223.06,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,497
"2079",-0.585928828552761,47.4584589295823,16.4,1.1,3.11,105.15,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,591
"2092",-0.246358362744281,47.3537334114957,19.4,2.42,16.45,129.47,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,573
"2093",-0.310604110638274,47.6848484217199,41.1,0.11,17.36,131.49,0,0,0,0,0,0,1,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,487
"2097",-0.544816771808913,47.5080936615251,14.8,5.92,3.83,109.24,0,0,0,0,1,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,510
"2134",-1.1650751853373,49.394600578573,1.8,0.25,11.75,0.15,0,0,0,0,1,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,758
"2179",-1.11883256026583,49.3505280314594,0,0.13,10.65,0.12,0,0,0,0,0,0,0,0,1,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,758
"2191",4.68767783204508,48.5753532777174,123.3,0.77,18.4,283.04,0,0,0,0,0,0,0,1,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,540
"2192",4.68675595722666,48.5554960336525,119.2,0.49,20.41,284.42,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,540
"2193",4.68673424997257,48.5649396296417,121.8,0.45,19.43,283.74,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,540
"2206",4.74366906707005,48.5810277351433,133.4,40.64,16.26,285.8,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,540
"2251",-1.00513247856132,48.2332529904084,133.6,0.4,8.77,51.61,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,607
"2252",-1.07938121765735,48.2944591063831,125.9,0.11,10.64,42.97,0,0,0,0,1,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,607
"2253",-1.07539025232734,48.1724641319546,88,1.36,11.64,55.39,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,607
"2254",-1.00202099716041,48.1379884215733,138.5,0.09,15.88,61.09,0,0,0,0,0,0,1,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,607
"2255",-0.94875389780843,48.1520646450769,123.4,0.2,15.89,61.53,0,0,0,0,1,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,556
"2256",-0.529109199742895,48.2918487371614,125,0.58,6.74,72.1,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,556
"2257",-0.730607061494617,48.1880591325899,68.1,0,13.44,67.9,0,0,0,0,1,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,556
"2259",-0.520848999936669,48.225649971032,113.3,0.38,11.35,76.76,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,556
"2260",-0.430328681855369,48.2037841889261,107.7,0.45,17.87,83.64,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,541
"2263",-0.918926314516864,48.004252245039,87.5,0.24,13.13,77.19,0,0,0,0,0,1,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,556
"2264",-1.01200945231705,48.0433890081068,120.7,0.07,17.56,70.47,0,0,0,0,0,0,1,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,607
"2267",-0.97811480999768,48.1117741627313,111,0.39,15.92,64.49,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,556
"2268",-0.929160951706303,48.0633687356913,141.6,0.13,11.64,70.93,0,0,0,0,0,0,1,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,556
"2269",-0.91130468450611,48.1214912241932,122.1,0.21,11.72,65.86,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,556
"2270",-0.619225697514784,48.1421447340647,110,0.14,13.96,77.32,0,0,0,0,0,0,1,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,556
"2274",-1.06524765449386,47.8670495410382,54.3,0.44,25.26,87.97,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,560
"2301",6.0526061429868,48.9440535746,171.4,0.41,4.61,297.17,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,451
"2304",5.80213811807462,48.828134082519,235.3,0.23,17.08,301.85,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,545
"2306",6.07495386146347,48.8777294670756,177.2,0.17,3.14,304.55,0,0,0,1,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,451
"2321",5.7236276943667,48.9241201637798,225.4,10.46,20.35,289.82,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,545
"2450",-2.82876765826952,47.5784010813908,0.1,5.2,10.32,0.59,0,0,0,0,0,0,0,0,1,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,834
"2451",-2.4351077340774,47.495291322682,1.1,1.15,18.58,0.01,0,0,0,0,0,0,0,0,1,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,736
"2458",-3.12204211027562,47.5854684423602,0.2,2.54,13.77,0.65,0,0,0,0,0,0,0,0,1,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,896
"2464",-3.33669389609506,47.7033786932392,0,0.67,5.4,0.45,0,0,0,0,0,0,0,0,1,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,896
"2470",-3.30511226021346,47.7626703182819,0.5,5.09,2.95,0.21,1,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,896
"2478",-3.37515023395337,47.7269972110678,0.5,0.98,2.4,0.04,1,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,896
"2708",2.06796781397683,51.0057841769725,4,0,4.66,0.24,0,0,1,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,504
"2717",2.73861903288316,50.1940737146663,95.8,0.11,11.13,76.13,0,0,0,0,0,0,0,0,0,1,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,435
"2718",1.84631067002964,50.4442977950956,6,0.04,15.68,18.82,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,484
"2720",2.28866134232177,50.769820353612,2.5,0.04,3.21,29.06,0,0,0,0,0,0,0,1,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,472
"2725",1.82453351108265,50.5637841125481,43.2,0.07,14.3,15.28,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,498
"2726",1.62767565411069,50.4474127213877,4.1,0.01,6.17,4.05,0,0,0,0,0,0,0,1,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,484
"2731",2.59070324796361,50.5870697253449,24.4,0.02,7.33,53.5,0,0,0,0,0,0,1,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,466
"2733",2.38858241167766,50.7616132874118,13.1,0.13,9.6,32.12,0,0,0,0,0,1,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,472
"2737",3.02942502826702,50.3191847369435,40.4,0.14,6.49,92.15,0,0,0,1,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,456
"2739",2.50905809323631,50.5654833456451,20.5,0.05,2.4,54.64,0,0,0,0,1,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,466
"2801",0.423161885094479,43.287858673605,273.3,1.69,28.68,156.46,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,732
"2812",3.02401745398671,42.6706524900088,-0.7,8.9,3.9,0.82,1,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,893
"2813",2.90245330545019,42.6332183545266,18.1,1.9,6.05,10.76,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,876
"2817",7.91718692847767,48.688008847566,122.2,0.2,9.87,395.97,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,436
"2818",7.8044567806113,48.5609835982813,136,0.75,4.76,401.69,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,436
"2819",7.72511306339057,48.3952526234031,148.1,0.99,15,412.88,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,541
"2820",7.6992504915328,48.3084328533333,159,3.26,18.98,438.91,0,1,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,541
"2821",8.10475920065726,48.8272188748403,116.2,3.22,19.16,393.55,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,609
"2822",8.04637681507973,48.7912434245882,117.8,4.54,13.95,393.59,0,1,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,609
"2823",7.86759903710677,48.6534239638469,129.7,4.64,9,396.58,0,1,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,436
"2824",7.63915051773243,48.2001223296547,168.1,1.27,15.24,427.99,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,541
"2825",8.17270085559093,48.9290640266166,109.7,3.67,20.54,388.83,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,609
"2826",7.73289867098015,48.4423513987733,139.5,6.55,9.86,408.99,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,541
"2827",7.60667901610622,48.4658799442278,145.7,0.18,9.25,401.39,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,541
"2828",7.7218863096523,48.5542306691922,135.6,0.53,1.56,398.55,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,436
"2830",7.82771589831623,48.698819161306,125.3,0.56,8.07,390.82,0,0,0,1,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,436
"2860",7.54488739588326,47.6364558855207,239.8,0.78,5.74,368.66,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,845
"2861",7.51362915246362,47.6810291217892,228.6,0.7,11.16,374.06,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,845
"2862",7.52992658107393,47.7573231264767,224.4,0.54,10.08,381.94,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,845
"2863",7.55498678069453,47.8832453812924,205.3,1.38,18.31,395.04,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,845
"2864",7.61286879500508,47.9733260884192,192.6,0.51,22.28,403.78,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,845
"2865",7.56997592704891,48.0255447258728,184.6,0.51,16.84,410.16,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,541
"2866",7.51893690488818,47.6696516927969,229,0.79,9.83,372.73,0,0,0,0,0,0,1,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,845
"2867",7.5354349751366,47.7618273299405,213.3,0.1,10.57,382.32,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,845
"2868",7.55719908927761,47.8806858521458,200.9,0.17,18.33,394.73,0,1,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,845
"2869",7.62130299539694,47.9704303956104,196.1,1.98,22.98,403.33,0,1,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,845
"2930",4.9807086417886,45.7846741701395,179.1,1.45,1.83,257.08,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,814
"2931",4.9521913925176,45.8045695137101,170.4,2.59,2.11,258.59,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,814
"2973",5.24953658920425,46.9304329519619,178.1,0.23,25.78,385.43,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,606
"2974",4.92898154579926,46.5374768468679,169.8,0.74,2.99,337.37,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,607
"2977",4.0185385843754,46.2752734945214,242.8,0.06,20.93,301.65,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,717
"2979",4.96105931621808,46.511347848974,172.3,0.1,6.74,335.03,0,0,0,0,1,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,607
"3192",5.87838640942072,45.6721485141214,230.3,43.94,3.37,243.69,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,864
"3193",5.87596516045142,45.7448114331209,230.3,43.94,6.93,251.07,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,864
"3194",5.83107673780314,45.7972801961794,230.3,43.94,8.96,257.84,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,864
"3195",5.8578145473863,45.7381599243809,230.3,43.94,7.06,251,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,864
"3198",6.15347545640595,45.8858660430886,447.1,26.39,2.42,253.4,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,1036
"3199",6.48209058903853,46.395610279309,370,578.22,2.52,279.18,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,737
"3208",0.186847684503941,49.4511373301066,0,12.23,4.88,0.94,1,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,478
"3210",0.319227063341351,49.4813709990458,1.9,2.19,9.24,3.36,1,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,478
"3211",0.235035057184211,49.469572469293,1.5,3.49,5.54,1.53,1,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,478
"3212",0.181034878413211,49.4779011802735,1.6,0.45,5.58,0.58,1,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,478
"3213",0.270212214008297,49.4346242754054,0.4,1.79,3.11,0.66,1,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,478
"3221",0.846188361361318,49.4055185309777,0.6,0.43,14.61,27.42,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,459
"3223",1.01648508153956,49.3980370643662,-1.5,0.16,2.68,39.55,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,430
"3280",2.99094181012542,48.3721039019193,48.9,0.63,2.98,221.09,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,419
"3323",-0.192186634158314,46.7653805230738,114.4,1.55,13.7,85.73,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,709
"3339",2.71325304202016,49.9195115968066,32.1,0.03,10.19,80.52,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,406
"3349",1.53360075504226,49.9960160726159,18.2,0.4,24.74,13.14,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,488
"3357",1.70665304094293,50.3384960442355,3.2,0.06,12.17,7.73,0,0,0,0,0,0,0,1,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,484
"3358",1.56920487875027,50.2564233085293,0.2,0.07,16.56,0.63,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,484
"3359",1.48189950946884,50.1562887811204,1.8,0.19,25.77,0.39,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,521
"3360",1.58387045650236,50.1912287042221,2.4,2.44,20.21,0.93,0,0,0,0,0,0,0,0,1,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,484
"3361",1.59416817826109,50.3501610416692,3.1,0.36,6.34,1.89,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,484
"3362",1.47160306102942,50.1318189889133,0.6,0.15,26.05,0.56,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,521
"3386",1.48065503824784,50.1621145000623,1.8,0.03,26,0.11,0,0,0,0,0,0,0,0,1,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,521
"3477",-1.78524045509309,46.5518360844891,0.4,1.27,5.9,3.56,0,0,0,0,0,0,0,0,1,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,714
"3479",-1.20443259061763,46.2779667812301,0,16.08,13.82,0.14,0,0,0,0,0,0,0,0,1,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,789
"3538",-1.28611900465629,46.2896676556666,2.3,0.71,17.82,0.36,0,1,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,789
"3907",3.16052715261948,48.3333419487061,57.5,0.03,16.23,231.51,0,0,0,0,0,1,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,422
"3909",3.62783923439984,47.547601266921,131.1,0,12.75,316.27,0,0,0,0,0,0,1,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,525
"3911",3.29203245164321,48.1564389887264,64.8,0.04,4.66,253.24,0,0,0,1,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,422
"3927",3.29425307334672,48.1344520565109,66.1,0.22,7.1,254.83,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,422
"3929",3.57501832951373,47.7997723565529,97.7,0.03,0.52,294.49,0,0,0,0,0,0,0,0,0,0,1,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,525
"3983",6.22546302290144,45.5671499183278,291.2,0.19,17.74,222.34,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.09,1.03,2.01,-2.0275,4725,6039,1036
"2",5.76418082715148,45.7679671805222,231.3,0.59,6.12,257.17,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,893
"5",5.83018677096647,45.9402284652863,252.9,0.27,11.91,272.34,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,893
"14",5.01668316036306,46.0019145888128,274.4,0.06,20.44,281.06,0,0,0,0,1,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,817
"15",5.02518689249296,45.9888390459177,274.8,0.87,19.21,279.84,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,792
"16",5.0308524414651,45.9916475110769,276.9,0.06,19.64,280.26,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,792
"17",4.91748208441538,45.9457981675992,293.3,0.22,13.66,273.06,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,807
"23",5.20543912162227,45.9922375224984,300.6,0.57,12.52,283.14,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,792
"46",5.12944802937711,45.927283475333,285.7,0.12,17.92,275.43,0,0,0,0,0,1,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,792
"53",4.96871226191287,45.965452315349,282.5,0.41,15.82,276.18,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,807
"56",4.93681391372589,45.9958988574631,286.5,0.34,16.32,278.83,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,807
"58",4.96072906218268,45.9976853291255,282.8,0.28,18.18,279.48,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,807
"61",5.03248718134054,45.9374782790067,284.4,0.16,14.09,274.51,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,792
"71",5.13926765214697,46.0260233458918,282.5,0.4,18.64,286.43,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,817
"72",5.14730746885712,46.0298205106344,282.7,0.24,18.25,286.9,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,817
"106",5.05238982443402,46.1699799477248,236.8,0.24,13.89,299.81,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,817
"116",5.92116924669908,46.1319227748819,333.1,1.22,7.83,285.22,0,0,0,0,0,0,0,1,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,969
"133",5.07689807216372,46.1755105111248,235.1,0.25,11.9,300.9,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,817
"146",5.09717264210402,46.086972896896,270.4,0.27,16.43,291.86,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,817
"184",5.05489220993425,45.9313583842148,279.6,0.26,14.37,274.35,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,792
"208",5.20610830480687,46.1314870331616,249.9,0.17,8.31,298.55,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,817
"227",5.79527596015999,45.8302677641794,233.1,0.1,11.48,262.34,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,893
"228",5.70067062460297,45.6775701504295,215,0.08,9.31,250.54,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,893
"230",5.64774930324048,45.6374460394095,212.7,0.27,11.36,248.67,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,893
"244",5.17960505386057,46.2253724612458,221.8,0.08,4.17,308.42,0,0,0,0,1,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,817
"280",5.14473800058609,46.0218090962928,284.7,0.18,18.07,286,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,817
"286",5.01048032756919,46.016681297433,278.3,0.14,21.93,282.52,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,817
"371",6.0191291592807,44.0928957077315,429.7,1.11,12.96,94.88,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,1426
"372",5.95270031118066,44.186720351435,462.7,0.11,1.26,105.09,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,1178
"374",6.02526472980971,44.4284269422484,574.4,0.6,15.43,123.65,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.45,-0.21,0.06,-1.6925,5020,6157,1426
